,_time,c_timestamp,c_cggt,c_imsi,f_c_ossn_others,f_same_cggt_is_gmlc_oc,f_same_cggt_is_gmlc_ossn,f_same_cggt_is_hlr_oc,f_same_cggt_is_hlr_ossn,f_velocity_greater_than_1000,f_count_unloop_country_last_x_hours_ul,f_count_gap_ok_sai_and_all_lu,f_one_cggt_multi_cdgt_psi,f_count_ok_cl_between2lu,f_count_ok_dsd_between2lu,f_count_ok_fwsm_mo_between2lu,f_count_ok_fwsm_mt_between2lu,f_count_ok_fwsm_report_between2lu,f_count_ok_fwsm_submit_between2lu,f_count_ok_isd_between2lu,f_count_ok_prn_between2lu,f_count_ok_psi_between2lu,f_count_ok_purge_ms_between2lu,f_count_ok_sai_between2lu,f_count_ok_si_between2lu,f_count_ok_sri_between2lu,f_count_ok_srism_between2lu,f_count_ok_ul_between2lu,f_count_ok_ulgprs_between2lu,f_count_ok_ussd_between2lu,f_frequent_ok_cl_between2lu,f_frequent_ok_dsd_between2lu,f_frequent_ok_fwsm_mo_between2lu,f_frequent_ok_fwsm_mt_between2lu,f_frequent_ok_fwsm_report_between2lu,f_frequent_ok_fwsm_submit_between2lu,f_frequent_ok_isd_between2lu,f_frequent_ok_prn_between2lu,f_frequent_ok_psi_between2lu,f_frequent_ok_purge_ms_between2lu,f_frequent_ok_sai_between2lu,f_frequent_ok_si_between2lu,f_frequent_ok_sri_between2lu,f_frequent_ok_srism_between2lu,f_frequent_ok_ul_between2lu,f_frequent_ok_ulgprs_between2lu,f_frequent_ok_ussd_between2lu,label
19,2022-02-19T15:12:54.000+01:00,1645279974,11111111,242011111111140,0,0,0,1,1,1,2,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0.0043859649122807,0.0043859649122807,0,0.0087719298245614,0,0,0,0.0,0.0043859649122807,0.0,0,0,0.0,0.0087719298245614,0.0,0,0,0
20,2022-02-19T15:13:36.000+01:00,1645280016,11111111,242011111111260,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0.0047393364928909,0.0047393364928909,0,0.0,0,0,0,0.0047393364928909,0.0047393364928909,0.0,0,0,0.0047393364928909,0.0,0.0,0,0,0
21,2022-02-19T15:13:38.000+01:00,1645280018,11111111,242011111111200,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0.0023148148148148,0.0023148148148148,0,0.0,0,0,0,0.0069444444444444,0.0023148148148148,0.0,0,0,0.0069444444444444,0.0,0.0,0,0,0
22,2022-02-19T15:13:49.000+01:00,1645280029,22222222,242011111111220,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888888,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
23,2022-02-19T15:13:53.000+01:00,1645280033,22222222,242011111111160,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0.0069930069930069,0.0,0,0.0069930069930069,0,0,0,0.0139860139860139,0.0,0.0,0,0,0.0139860139860139,0.0069930069930069,0.0,0,0,0
24,2022-02-19T15:14:19.000+01:00,1645280059,11111111,242011111111230,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0055555555555555,0.0,0,0.0,0,0,0,0.0,0.0055555555555555,0.0055555555555555,0,0,0.0,0.0,0.0,0,0,0
25,2022-02-19T15:14:47.000+01:00,1645280087,22222222,242011111111190,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0076335877862595,0.0,0,0.0076335877862595,0,0,0,0.0076335877862595,0.0,0.0,0,0,0.0076335877862595,0.0076335877862595,0.0,0,0,0
26,2022-02-19T15:14:54.000+01:00,1645280094,11111111,242011111111210,0,0,0,1,1,1,2,0,0,1,1,0,5,0,0,0,0,3,2,0,0,0,5,0,0,0,0.0031152647975077,0.0031152647975077,0,0.0155763239875389,0,0,0,0.0,0.0093457943925233,0.0062305295950155,0,0,0.0,0.0155763239875389,0.0,0,0,0
27,2022-02-19T15:14:56.000+01:00,1645280096,11111111,242011111111250,0,0,0,1,1,0,0,0,0,0,5,0,3,0,0,0,2,5,2,0,0,2,3,0,0,0,0.0,0.0055493895671476,0,0.0033296337402885,0,0,0,0.002219755826859,0.0055493895671476,0.002219755826859,0,0,0.002219755826859,0.0033296337402885,0.0,0,0,0
28,2022-02-19T15:15:02.000+01:00,1645280102,11111111,242011111111190,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
29,2022-02-19T15:15:10.000+01:00,1645280110,11111111,242011111111110,0,0,0,1,1,1,0,0,0,1,1,0,3,0,0,0,3,6,1,0,0,3,3,0,0,0,0.0017953321364452,0.0017953321364452,0,0.0053859964093357,0,0,0,0.0053859964093357,0.0107719928186714,0.0017953321364452,0,0,0.0053859964093357,0.0053859964093357,0.0,0,0,0
30,2022-02-19T15:15:17.000+01:00,1645280117,11111111,242011111111180,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0053475935828877,0.0053475935828877,0,0.0,0,0,0,0.0,0.0053475935828877,0.0,0,0,0.0,0.0,0.0,0,0,0
31,2022-02-19T15:15:29.000+01:00,1645280129,22222222,242011111111170,0,0,0,1,1,1,2,0,0,1,2,0,10,0,0,0,1,4,2,0,0,1,10,0,0,0,0.001564945226917,0.0031298904538341,0,0.0156494522691705,0,0,0,0.001564945226917,0.0062597809076682,0.0031298904538341,0,0,0.001564945226917,0.0156494522691705,0.0,0,0,0
32,2022-02-19T15:16:40.000+01:00,1645280200,22222222,242011111111240,0,0,0,1,1,1,2,0,0,1,2,0,7,0,0,0,2,0,0,0,0,1,7,0,0,0,0.0024937655860349,0.0049875311720698,0,0.0174563591022443,0,0,0,0.0049875311720698,0.0,0.0,0,0,0.0024937655860349,0.0174563591022443,0.0,0,0,0
33,2022-02-19T15:16:50.000+01:00,1645280210,11111111,242011111111170,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0121951219512195,0.0,0,0.0,0,0,0,0.0,0.0,0.0121951219512195,0,0,0.0,0.0,0.0,0,0,0
34,2022-02-19T15:17:23.000+01:00,1645280243,22222222,242011111111130,0,0,0,1,1,1,2,0,0,1,5,0,4,0,0,0,0,1,2,0,0,0,4,0,0,0,0.0027322404371584,0.0136612021857923,0,0.0109289617486338,0,0,0,0.0,0.0027322404371584,0.0054644808743169,0,0,0.0,0.0109289617486338,0.0,0,0,0
35,2022-02-19T15:17:48.000+01:00,1645280268,22222222,242011111111250,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0.0057803468208092,0.0,0,0.0057803468208092,0,0,0,0.0057803468208092,0.0057803468208092,0.0057803468208092,0,0,0.0,0.0057803468208092,0.0,0,0,0
36,2022-02-19T15:17:49.000+01:00,1645280269,22222222,242011111111210,0,0,0,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0056818181818181,0.0113636363636363,0,0.0056818181818181,0,0,0,0.0,0.0,0.0056818181818181,0,0,0.0,0.0056818181818181,0.0,0,0,0
37,2022-02-19T15:18:19.000+01:00,1645280299,22222222,242011111111200,0,0,0,1,1,1,2,0,0,1,0,0,6,0,0,0,2,2,1,0,0,2,6,0,0,0,0.0035460992907801,0.0,0,0.0212765957446808,0,0,0,0.0070921985815602,0.0070921985815602,0.0035460992907801,0,0,0.0070921985815602,0.0212765957446808,0.0,0,0,0
38,2022-02-19T15:18:24.000+01:00,1645280304,22222222,242011111111260,0,0,0,1,1,1,2,0,0,1,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,0.0034602076124567,0.0,0,0.0069204152249134,0,0,0,0.0069204152249134,0.0,0.0,0,0,0.0069204152249134,0.0069204152249134,0.0,0,0,0
39,2022-02-19T15:18:38.000+01:00,1645280318,22222222,242011111111120,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0.0025125628140703,0.0,0,0.0,0,0,0,0.0025125628140703,0.0100502512562814,0.0025125628140703,0,0,0.0,0.0,0.0,0,0,0
40,2022-02-19T15:18:39.000+01:00,1645280319,22222222,242011111111110,0,0,0,1,1,1,2,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0.0047619047619047,0.0047619047619047,0,0.0047619047619047,0,0,0,0.0,0.0,0.0095238095238095,0,0,0.0,0.0047619047619047,0.0,0,0,0
41,2022-02-19T15:18:49.000+01:00,1645280329,22222222,242011111111110,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
42,2022-02-19T15:18:52.000+01:00,1645280332,11111111,242011111111260,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344827586206896,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
43,2022-02-19T15:19:42.000+01:00,1645280382,11111111,242011111111110,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0185185185185185,0.0,0,0.0185185185185185,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0185185185185185,0.0,0,0,0
44,2022-02-19T15:19:56.000+01:00,1645280396,11111111,242011111111250,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077519379844961,0.0077519379844961,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
45,2022-02-19T15:19:59.000+01:00,1645280399,22222222,242011111111110,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0555555555555555,0.0,0,0.0,0,0,0,0.0555555555555555,0.0,0.0,0,0,0.0555555555555555,0.0,0.0,0,0,0
46,2022-02-19T22:20:09.000+01:00,1645305609,22222222,242011111111220,0,0,0,1,1,1,2,0,0,1,2,0,8,0,0,0,2,2,2,0,0,2,8,0,0,0,0.001592356687898,0.0031847133757961,0,0.0127388535031847,0,0,0,0.0031847133757961,0.0031847133757961,0.0031847133757961,0,0,0.0031847133757961,0.0127388535031847,0.0,0,0,0
47,2022-02-19T22:20:28.000+01:00,1645305628,22222222,242011111111110,0,0,0,1,1,1,2,0,0,1,2,0,4,0,0,0,1,1,2,0,0,1,4,0,0,0,0.0018018018018018,0.0036036036036036,0,0.0072072072072072,0,0,0,0.0018018018018018,0.0018018018018018,0.0036036036036036,0,0,0.0018018018018018,0.0072072072072072,0.0,0,0,0
48,2022-02-19T22:20:35.000+01:00,1645305635,22222222,242011111111200,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144927536231884,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
49,2022-02-19T22:20:37.000+01:00,1645305637,11111111,242011111111250,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0113636363636363,0.0,0,0.0113636363636363,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0113636363636363,0.0,0,0,0
50,2022-02-19T22:20:38.000+01:00,1645305638,11111111,242011111111160,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0071428571428571,0.0,0,0.0,0,0,0,0.0,0.0071428571428571,0.0071428571428571,0,0,0.0,0.0,0.0,0,0,0
51,2022-02-19T22:20:43.000+01:00,1645305643,22222222,242011111111140,0,0,0,1,1,1,2,0,0,1,1,0,9,0,0,0,2,1,0,0,0,2,9,0,0,0,0.0040816326530612,0.0040816326530612,0,0.036734693877551,0,0,0,0.0081632653061224,0.0040816326530612,0.0,0,0,0.0081632653061224,0.036734693877551,0.0,0,0,0
52,2022-02-19T22:20:45.000+01:00,1645305645,11111111,242011111111110,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555555555555555,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
53,2022-02-19T22:21:08.000+01:00,1645305668,11111111,242011111111260,0,0,0,1,1,1,2,0,0,1,1,0,5,0,0,0,4,1,4,0,0,4,5,0,0,0,0.0018726591760299,0.0018726591760299,0,0.0093632958801498,0,0,0,0.0074906367041198,0.0018726591760299,0.0074906367041198,0,0,0.0074906367041198,0.0093632958801498,0.0,0,0,0
54,2022-02-19T22:21:09.000+01:00,1645305669,22222222,242011111111130,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0.0033333333333333,0.0033333333333333,0,0.0,0,0,0,0.01,0.0033333333333333,0.0,0,0,0.01,0.0,0.0,0,0,0
55,2022-02-19T22:21:14.000+01:00,1645305674,11111111,242011111111200,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.025,0.0,0,0.025,0,0,0,0.0,0.0,0.0,0,0,0.0,0.025,0.0,0,0,0
56,2022-02-19T22:21:15.000+01:00,1645305675,11111111,242011111111270,0,0,0,1,1,1,2,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0.0057803468208092,0.0057803468208092,0,0.0115606936416184,0,0,0,0.0,0.0,0.0057803468208092,0,0,0.0,0.0115606936416184,0.0,0,0,0
57,2022-02-19T22:22:07.000+01:00,1645305727,11111111,242011111111240,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0055865921787709,0.0055865921787709,0,0.0,0,0,0,0.0055865921787709,0.0,0.0,0,0,0.0055865921787709,0.0,0.0,0,0,0
58,2022-02-19T22:22:29.000+01:00,1645305749,11111111,242011111111140,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0093457943925233,0.0,0,0.0,0,0,0,0.0,0.0093457943925233,0.0,0,0,0.0,0.0,0.0,0,0,0
59,2022-02-19T22:22:35.000+01:00,1645305755,22222222,242011111111180,0,0,0,1,1,1,2,0,0,1,1,0,3,0,0,0,1,2,1,0,0,1,3,0,0,0,0.0023584905660377,0.0023584905660377,0,0.0070754716981132,0,0,0,0.0023584905660377,0.0047169811320754,0.0023584905660377,0,0,0.0023584905660377,0.0070754716981132,0.0,0,0,0
60,2022-02-19T22:22:40.000+01:00,1645305760,22222222,242011111111210,0,0,0,1,1,1,2,0,0,1,1,0,6,0,0,0,0,1,2,0,0,0,6,0,0,0,0.0032362459546925,0.0032362459546925,0,0.0194174757281553,0,0,0,0.0,0.0032362459546925,0.0064724919093851,0,0,0.0,0.0194174757281553,0.0,0,0,0
63,2022-02-19T22:23:10.000+01:00,1645305790,11111111,242011111111210,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.032258064516129,0.0,0,0.0,0,0,0,0.0,0.0,0.032258064516129,0,0,0.0,0.0,0.0,0,0,0
67,2022-02-19T22:23:56.000+01:00,1645305836,22222222,242011111111110,0,0,0,1,1,1,2,0,0,1,1,0,4,0,0,0,1,0,0,0,0,1,4,0,0,0,0.0052083333333333,0.0052083333333333,0,0.0208333333333333,0,0,0,0.0052083333333333,0.0,0.0,0,0,0.0052083333333333,0.0208333333333333,0.0,0,0,0
68,2022-02-19T22:24:11.000+01:00,1645305851,22222222,242011111111200,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0056179775280898,0.0056179775280898,0,0.0,0,0,0,0.0,0.0,0.0112359550561797,0,0,0.0,0.0,0.0,0,0,0
69,2022-02-19T22:24:13.000+01:00,1645305853,11111111,242011111111120,0,0,0,1,1,1,2,0,0,1,3,0,5,0,0,0,2,3,0,0,0,2,5,0,0,0,0.0018903591682419,0.0056710775047258,0,0.0094517958412098,0,0,0,0.0037807183364839,0.0056710775047258,0.0,0,0,0.0037807183364839,0.0094517958412098,0.0,0,0,0
70,2022-02-19T22:24:17.000+01:00,1645305857,11111111,242011111111220,0,0,0,1,1,1,2,0,0,1,0,0,3,0,0,0,1,1,0,0,0,1,3,0,0,0,0.0040160642570281,0.0,0,0.0120481927710843,0,0,0,0.0040160642570281,0.0040160642570281,0.0,0,0,0.0040160642570281,0.0120481927710843,0.0,0,0,0
71,2022-02-19T22:24:18.000+01:00,1645305858,11111111,242011111111120,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
72,2022-02-19T22:24:34.000+01:00,1645305874,22222222,242011111111230,0,0,0,1,1,1,0,0,0,1,1,0,8,0,0,0,1,1,6,0,0,1,8,0,0,0,0.00125,0.00125,0,0.01,0,0,0,0.00125,0.00125,0.0075,0,0,0.00125,0.01,0.0,0,0,0
73,2022-02-19T22:24:43.000+01:00,1645305883,22222222,242011111111170,0,0,0,1,1,1,2,0,0,1,4,0,7,0,0,0,6,3,1,0,0,6,7,0,0,0,0.0019841269841269,0.0079365079365079,0,0.0138888888888888,0,0,0,0.0119047619047619,0.0059523809523809,0.0019841269841269,0,0,0.0119047619047619,0.0138888888888888,0.0,0,0,0
74,2022-02-19T22:24:48.000+01:00,1645305888,22222222,242011111111250,0,0,0,1,1,1,2,0,0,1,3,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0.0039682539682539,0.0119047619047619,0,0.0039682539682539,0,0,0,0.0039682539682539,0.0,0.0039682539682539,0,0,0.0039682539682539,0.0039682539682539,0.0,0,0,0
75,2022-02-19T22:24:58.000+01:00,1645305898,11111111,242011111111180,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,1,0,0,0,0.0069444444444444,0.0,0,0.0069444444444444,0,0,0,0.0069444444444444,0.0138888888888888,0.0,0,0,0.0069444444444444,0.0069444444444444,0.0,0,0,0
76,2022-02-19T22:25:21.000+01:00,1645305921,22222222,242011111111240,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0.0051282051282051,0.0,0,0.0051282051282051,0,0,0,0.0051282051282051,0.0051282051282051,0.0102564102564102,0,0,0.0051282051282051,0.0051282051282051,0.0,0,0,0
77,2022-02-19T22:25:51.000+01:00,1645305951,22222222,242011111111120,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106382978723404,0.0106382978723404,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
78,2022-02-19T22:25:58.000+01:00,1645305958,11111111,242011111111110,0,0,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.008130081300813,0.0,0,0.008130081300813,0,0,0,0.0,0.0,0.0,0,0,0.0,0.008130081300813,0.0,0,0,0
79,2022-02-19T22:26:24.000+01:00,1645305984,22222222,242011111111110,0,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0
80,2022-02-19T22:27:37.000+01:00,1645306057,22222222,242011111111220,0,0,0,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0049751243781094,0.0049751243781094,0,0.0,0,0,0,0.0,0.0049751243781094,0.0,0,0,0.0,0.0,0.0,0,0,0
